kIRS1Act,kIRS1Inact,kIRS1Phos,kPI3KPhos,kPI3KDephos,kAktPhos_kcat,kAktDephos,kAktByTor2Phos,kAktByTor2Dephos,kTSC2Phos,kTSC2PhosBoost,kTSC2Dephos,kmTORC1cytToLys,kmTORC1LysToCyt,kmTORC1Phos,kmTORC1Dephos,kPras40Phos,kPras40Dephos,kFourEBP1Phos,kFourEBP1Dephos,kS6KPhos,kS6KDephos,kRAS,kmTORC2Dephos,kmTORC2DephosByS6K,kmTOR_RIC_Comb,kmTORC2_Dis,kmTOR_RPT_Comb,kmTORC1_Dis,InsulinB,AAB,RICTOR_T,FourEBP1_T,S6K_T,PRAS40_T,RPTOR_T,IRS1_T,mTOR_T,PI3K_T,TSC2_T,Akt_T,With Sympy Adjusment,Without Sympy Adjusment
32.37903047516076,31.399401822604982,18.714407850539867,8.43657745286557,32.47586402048364,28.60833528232054,68.01091317410639,23.59998749114712,8.638174639983175,1.6661870190658947,60.397015382678276,52.41313298298311,17.040458868521977,68.7116981533096,38.73687771060997,89.14134904391395,43.67709510055791,84.35695592600163,11.74943118439745,19.591661853996005,56.319848833740735,0.13089308312495188,22.93423032302867,3.7474272375863555,45.59213751671556,79.58922336069352,74.74749855614894,39.50904195460192,81.60262626561142,20.86088676312721,46.75884428719826,47.8068326018548,13.210355078524088,50.4200523352327,92.41327850224289,71.96841598189988,86.58794706265249,57.54130486137065,11.399152384043353,7.929189282338689,93.10452244120982,0.11,0.24
28.490026282643726,40.48806467138651,84.4052158853559,10.96358372010637,27.72123994047895,18.036883529218144,35.01426434668129,86.62010004347312,67.54843799774042,73.68488787560806,12.446985494175808,82.99830299113762,51.35990296354533,31.198150528805893,17.533038121798533,94.08168577838309,54.26452705522551,28.639099724706988,58.625473706009515,32.23387337259907,57.18403637585139,20.845295876518865,40.46265587294863,65.8395832931383,33.80568690492863,37.92695655281939,84.9684654918122,7.996921687894423,41.921807929491735,67.61045887066436,92.89534593762824,46.10814854274774,92.33811532062178,92.12920852102323,4.375091266861724,44.96348209829748,78.5021833566519,58.91033482116288,22.64080116731124,51.70691300798606,36.868471158487054,0.23,0.38
39.374694591722026,97.5166281847672,3.5294498426646945,1.619417874624479,51.189583130911224,93.647932648913,81.63938556842142,6.531338564235726,31.831416141910683,48.19165229561172,3.619549931095523,69.73179878034371,43.53150951066561,87.72294916042722,44.940963867351336,71.41129247378007,37.570347041950015,88.21171862178646,91.65915812779194,47.045184111684534,18.180640525279877,24.799996524511876,66.18907664414948,75.0728954408599,59.668264713247304,81.3790835752349,90.77064852168614,84.5952193892626,65.52072676660823,50.75102736199359,15.142420441335155,58.739380683562864,25.058871863955396,94.23059440734163,30.766381294013023,82.85891663975084,34.30104907635107,17.629549046479372,91.68052651124262,47.01589385117952,75.95507126008295,0.21,0.23
32.09704860826329,20.994950345877868,65.4638440159804,1.245679712237938,67.10641073183503,67.9561327284234,36.156842569836186,20.261216293777085,38.41564134848028,83.27236072135025,21.87705146793858,12.723736152435162,35.09507181487676,60.203395055259314,53.209954572447785,11.990336905611287,14.155683006086816,42.325089733368024,21.93130287860897,19.975872198181733,66.19303184632467,19.139379260431106,29.710868071560753,0.9684915320348576,72.60036879199728,73.45537929393063,8.717118499415808,27.702339413438114,63.71687674643327,19.626521706429916,9.794016761695518,70.42709781845545,93.9206485176614,33.66044089701215,29.731624397776624,13.894338450903348,7.872626170140681,58.375257184093115,96.84255789616381,31.03182533750884,98.19390223475789,0.35,0.39
63.570489160170624,75.02330722554426,85.27782520149559,59.06703293963252,0.3097993875763201,62.69897670122642,81.50610515465156,50.42615001140417,37.37346791292268,52.14401066378138,56.720241610090724,85.86764592056277,59.91893179591741,93.68255596048037,89.47726541689434,86.83293517263473,63.92918488999563,98.80752132117217,43.06435055682619,14.925601550731939,23.486144666299108,84.7791325062043,65.56085090453053,9.911293364543925,19.415472324764128,11.703892441075396,89.2074096581452,62.06404931009485,81.89518575792916,37.95448954916414,90.04005235377895,76.47056452638401,11.563040783497327,96.99000448339446,86.52702839066525,77.85541949700068,68.88762227145962,39.909633927638374,25.461653277512685,6.451965962065654,74.63483425095708,0.16,0.26
38.03523296396324,25.359806444397602,28.503730256806236,7.451814293331898,30.485656593328365,20.740930977777627,65.96196429208295,92.25984711820666,12.162032575090459,51.29009164062975,56.51095427771964,12.944519145902825,50.798799042348676,5.900565389849259,17.58945523832825,46.52565345641791,75.18094352714435,13.077851465259101,69.78107228914251,25.409637214104166,89.99441633820578,71.88749398968697,73.05139457677848,25.082900484112532,75.11639828588287,23.80355934033854,4.966874589136902,65.66859560033114,27.73601452038028,56.624117763162516,35.00058146223208,51.53818470752615,66.10587741084083,36.16191645251714,22.69294033180947,50.82644116069886,3.1977656918329553,31.27760521992161,36.526433064886426,75.0517110287325,12.759794085340918,0.72,0.72
56.413599193495976,76.14836748015595,23.48882713081187,94.2983325792384,46.60061861037708,43.8992668326792,53.41089130289714,87.136729964576,79.82533747366554,39.57147194733576,39.57511608876064,22.9735437194714,67.2944188389662,59.29595061086616,85.79933626063915,44.69593140987236,7.578592851583728,29.81655372136834,27.8641418176292,89.78589918929102,23.16538661710677,5.415504943838972,92.91034845566428,36.901286252225134,46.48896507449421,40.18929288220713,90.79401249157713,55.450220453767464,37.55001977562887,0.9270014572707983,92.41918045019553,42.99402154083257,85.7181549309291,51.109744578241624,34.2367242970392,46.64486569051115,60.443462934121726,73.71973844582521,77.64385544861982,89.46314750172316,32.80287270620801,0.09,0.09
4.881982059491513,21.28353370921919,83.28930382689988,53.52863273811371,99.15777817164596,89.40597618792607,2.6351998926125213,11.578263880629345,23.855444006384477,63.47788848767974,22.27062987643623,72.17538035118987,27.608764674610075,66.96761687816462,52.97356893726867,44.56465243533854,55.19526767475373,75.20196947445977,49.79463202466797,52.41835753790228,88.00397203199516,10.555730998737928,98.20301723763173,63.2679472913882,99.69919051985947,84.26169956566193,87.38683744434148,11.529284855788555,25.367086398010645,91.78424765849547,74.49045452298772,63.303313440498535,22.80698656110758,86.24921002326158,89.09577809490632,32.71911056624244,67.09807314742234,34.422985686491415,41.57720130054353,60.864678586333795,62.41414827074129,0.23,0.23
97.41185518579911,77.52150571965167,89.64890397826314,99.60099227161253,3.862169804936597,28.371994904909645,15.953701324982761,22.04625278701596,28.429251948310046,70.22710503360543,48.36727734461201,31.291341415653154,20.03826668074212,70.38376588537506,40.982950931031105,44.657889982428536,87.85225582961168,15.683361576915734,99.39516833643295,40.35590186590726,89.61505710693166,14.200050896806534,23.904748705515274,4.854757751295224,3.9525486241299563,32.574635689195944,57.78773371839968,3.116303479289197,49.71923316410014,72.18549928880788,2.5247134212778137,82.80069011370857,85.95773918542088,21.36731012394901,95.9868108566287,43.02543550574874,54.902924157439216,99.36065406103263,74.51668168501453,28.93876554651594,73.58271242526564,0.18,0.18
61.42000910665918,85.77562351888739,69.15109146421541,4.276742371357183,7.355185915537029,10.196604745571712,33.928914722566745,75.91527145442595,42.41200688955415,62.752302261440875,2.6499296372900547,90.64119144479783,18.290934307002644,87.37434089179793,4.148043221439846,8.38751544053191,49.52618587522507,39.72792099629456,4.8125479722894156,47.9572403019517,68.65176529075889,45.76858060706263,90.21969704651305,4.04966376359159,1.7527825546339566,73.99313692431028,32.144714946961,24.53751733983709,6.730936958681104,26.921203511218543,29.7183939931165,43.15411492953243,90.6199947301241,46.886876774046776,66.69255712789491,63.12116949716854,34.58096329212001,79.44963907985438,53.17567293612373,7.106666485753391,41.439838630725454,0.84,0.9
